"wz11cd","lsoa11cd","msoa11cd","date","Welsh Language Skills: All categories: All usual residents (Workplace population); measures: Value","Welsh Language Skills: No skills in Welsh; measures: Value","Welsh Language Skills: Can understand spoken Welsh only; measures: Value","Welsh Language Skills: Can speak Welsh: Total; measures: Value","Welsh Language Skills: Can speak but cannot read or write Welsh; measures: Value","Welsh Language Skills: Can speak and read but cannot write Welsh; measures: Value","Welsh Language Skills: Can speak, read and write Welsh; measures: Value","Welsh Language Skills: Can speak and other combinations of skills in Welsh; measures: Value","Welsh Language Skills: Can read but cannot speak or write Welsh; measures: Value","Welsh Language Skills: Can read and write but cannot speak Welsh; measures: Value","Welsh Language Skills: Can write but cannot speak or read Welsh; measures: Value","Welsh Language Skills: Works in Wales but lives in England; measures: Value"
"E33019835","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019836","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019837","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019838","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019839","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019840","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019841","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019842","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019843","E01033615","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019844","E01033557","E02006895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019845","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019846","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019847","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019848","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019849","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019850","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019851","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019852","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019853","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019854","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019855","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019856","E01033619","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019857","E01033619","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019858","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019859","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019860","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019861","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019862","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019863","E01009378","E02006896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019864","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019865","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019866","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019867","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019868","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019869","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019870","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019871","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019872","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019873","E01033561","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019874","E01009345","E02001879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019875","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019876","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019877","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019878","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019879","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019880","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019881","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019882","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019883","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019884","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019885","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019886","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019887","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019888","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019889","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019890","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019891","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019892","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019893","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019894","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019895","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019896","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019897","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019898","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019899","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019900","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019901","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019902","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019903","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019904","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019905","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019906","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019907","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019908","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019909","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019910","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019911","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019912","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019913","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019914","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019915","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019916","E01033625","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019917","E01033617","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019918","E01008899","E02001863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019919","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019920","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019921","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019922","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019923","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019924","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019925","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019926","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019927","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019928","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019929","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019930","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019931","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019932","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019933","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019934","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019935","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019936","E01033622","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019937","E01033622","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019938","E01033622","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019939","E01033619","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019940","E01033619","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019941","E01033619","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019942","E01033623","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019943","E01033623","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019944","E01033623","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019945","E01033631","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019946","E01033631","E02001905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019947","E01009143","E02006897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019948","E01009143","E02006897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019949","E01009143","E02006897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019950","E01033565","E02006898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019951","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019952","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019953","E01033620","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019954","E01009342","E02001889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019955","E01033622","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019956","E01033623","E02006899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019957","E01009239","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019958","E01009239","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019959","E01009239","E02001859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019960","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019961","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019962","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019963","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019964","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019965","E01008914","E02001876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019966","E01009418","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019966","E01009433","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019967","E01009418","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019967","E01009433","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019967","E01009419","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019967","E01009417","E02001827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019968","E01009415","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019968","E01009423","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019969","E01009423","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019969","E01009425","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019970","E01009425","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019970","E01009415","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019970","E01009422","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019971","E01009425","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019972","E01009422","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019972","E01009425","E02001828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019973","E01009420","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019973","E01009426","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019973","E01009416","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019974","E01009416","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019975","E01009431","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019975","E01009429","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019975","E01009426","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019976","E01009431","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019976","E01009426","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019976","E01009429","E02001829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019977","E01009424","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019977","E01009421","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019978","E01009424","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019979","E01009424","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019979","E01009430","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019980","E01009427","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019980","E01009430","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019981","E01009430","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019981","E01009427","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019982","E01009468","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019983","E01009424","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019984","E01009424","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019984","E01009428","E02001830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019985","E01009448","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019985","E01009445","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019986","E01009447","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019986","E01009446","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019987","E01009447","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019987","E01009445","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019987","E01009446","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019988","E01009452","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019988","E01009455","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019989","E01009447","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019989","E01009452","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019989","E01009448","E02001831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019990","E01009437","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019991","E01009444","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019992","E01009454","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019992","E01009435","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019993","E01009432","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019994","E01009437","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019995","E01009435","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019995","E01009437","E02001832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019996","E01009467","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019996","E01009465","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019997","E01009221","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019998","E01009464","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019998","E01009465","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019999","E01009221","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33019999","E01009465","E02001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020000","E01009220","E02001834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020000","E01009233","E02001834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020000","E01009224","E02001834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020000","E01009222","E02001834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020001","E01009471","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020002","E01009453","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020002","E01009449","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020002","E01009451","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020003","E01009471","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020003","E01009466","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020004","E01009466","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020005","E01009449","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020006","E01009451","E02001835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020007","E01009472","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020007","E01009474","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020007","E01009470","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020008","E01009472","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020008","E01009135","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020008","E01009473","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020009","E01009469","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020009","E01009470","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020010","E01009474","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020010","E01009472","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020011","E01009473","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020011","E01009469","E02001836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020012","E01009133","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020012","E01009134","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020012","E01009131","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020012","E01009130","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020013","E01009128","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020013","E01009131","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020013","E01009127","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020014","E01009137","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020014","E01009134","E02001837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020015","E01009440","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020015","E01009436","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020016","E01009438","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020016","E01009436","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020017","E01009440","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020018","E01009450","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020018","E01009434","E02001838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020019","E01009225","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020019","E01009223","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020019","E01009228","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020020","E01009227","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020020","E01009228","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020021","E01009223","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020022","E01009228","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020022","E01009225","E02001839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E33020023","E01009129","E02001840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
