"wz11cd","lsoa11cd","msoa11cd","date","Highest Level of Qualification: All categories: Highest level of qualification; measures: Value","Highest Level of Qualification: No qualifications; measures: Value","Highest Level of Qualification: Level 1 qualifications; measures: Value","Highest Level of Qualification: Level 2 qualifications; measures: Value","Highest Level of Qualification: Apprenticeship; measures: Value","Highest Level of Qualification: Level 3 qualifications; measures: Value","Highest Level of Qualification: Level 4 qualifications and above; measures: Value","Highest Level of Qualification: Other qualifications; measures: Value","Highest Level of Qualification: No qualifications; measures: Value:value%","Highest Level of Qualification: Level 1 qualifications; measures: Value:value%","Highest Level of Qualification: Level 2 qualifications; measures: Value:value%","Highest Level of Qualification: Apprenticeship; measures: Value:value%","Highest Level of Qualification: Level 3 qualifications; measures: Value:value%","Highest Level of Qualification: Level 4 qualifications and above; measures: Value:value%","Highest Level of Qualification: Other qualifications; measures: Value:value%"
"E33019903","E01033620","E02006899",2011,1354,89,151,169,10,152,750,33,6.57311669128508,11.1521418020679,12.4815361890694,0.738552437223043,11.2259970457903,55.3914327917282,2.43722304283604
"E33019904","E01033620","E02006899",2011,1824,38,190,225,12,157,1164,38,2.08333333333333,10.4166666666667,12.3355263157895,0.657894736842105,8.60745614035088,63.8157894736842,2.08333333333333
"E33019905","E01033620","E02006899",2011,410,17,61,66,7,59,191,9,4.14634146341463,14.8780487804878,16.0975609756098,1.70731707317073,14.390243902439,46.5853658536585,2.19512195121951
"E33019906","E01033620","E02006899",2011,313,15,30,41,5,38,178,6,4.79233226837061,9.58466453674121,13.0990415335463,1.59744408945687,12.1405750798722,56.8690095846645,1.91693290734824
"E33019907","E01033620","E02006899",2011,614,23,68,104,45,103,256,15,3.74592833876222,11.0749185667752,16.9381107491857,7.32899022801303,16.7752442996743,41.6938110749186,2.44299674267101
"E33019908","E01033625","E02006899",2011,1352,31,120,142,15,123,894,27,2.29289940828402,8.87573964497041,10.5029585798817,1.1094674556213,9.09763313609468,66.1242603550296,1.99704142011834
"E33019909","E01033625","E02006899",2011,2021,85,210,260,31,298,1015,122,4.20583869371598,10.3908955962395,12.8649183572489,1.53389411182583,14.745175655616,50.2226620484909,6.03661553686294
"E33019910","E01033625","E02006899",2011,329,28,25,40,3,40,170,23,8.51063829787234,7.59878419452887,12.1580547112462,0.911854103343465,12.1580547112462,51.6717325227964,6.99088145896657
"E33019911","E01033625","E02006899",2011,282,24,42,53,8,38,100,17,8.51063829787234,14.8936170212766,18.7943262411348,2.83687943262411,13.4751773049645,35.4609929078014,6.02836879432624
"E33019912","E01033617","E02001876",2011,603,18,23,36,8,71,432,15,2.98507462686567,3.81426202321725,5.97014925373134,1.32669983416252,11.7744610281924,71.6417910447761,2.48756218905473
"E33019913","E01033625","E02006899",2011,906,30,79,172,13,137,456,19,3.3112582781457,8.719646799117,18.9845474613687,1.43487858719647,15.121412803532,50.3311258278146,2.09713024282561
"E33019914","E01033625","E02006899",2011,521,40,74,105,8,97,161,36,7.67754318618042,14.2034548944338,20.1535508637236,1.53550863723608,18.6180422264875,30.9021113243762,6.90978886756238
"E33019915","E01033625","E02006899",2011,268,10,14,30,1,45,159,9,3.73134328358209,5.22388059701492,11.1940298507463,0.373134328358209,16.7910447761194,59.3283582089552,3.35820895522388
"E33019916","E01033625","E02006899",2011,666,43,52,85,8,60,383,35,6.45645645645646,7.80780780780781,12.7627627627628,1.2012012012012,9.00900900900901,57.5075075075075,5.25525525525526
"E33019917","E01033617","E02001876",2011,1687,64,165,180,24,213,983,58,3.7937166567872,9.78067575577949,10.669828097214,1.4226437462952,12.6259632483699,58.2691167753408,3.4380557202134
"E33019918","E01008899","E02001863",2011,312,45,60,60,15,43,71,18,14.4230769230769,19.2307692307692,19.2307692307692,4.80769230769231,13.7820512820513,22.7564102564103,5.76923076923077
"E33019919","E01033620","E02006899",2011,441,37,84,94,3,89,113,21,8.39002267573696,19.047619047619,21.3151927437642,0.680272108843537,20.1814058956916,25.6235827664399,4.76190476190476
"E33019920","E01033620","E02006899",2011,1005,116,181,230,11,214,208,45,11.5422885572139,18.0099502487562,22.8855721393035,1.09452736318408,21.2935323383085,20.6965174129353,4.47761194029851
"E33019921","E01033620","E02006899",2011,309,24,57,61,7,52,99,9,7.76699029126214,18.4466019417476,19.7411003236246,2.26537216828479,16.8284789644013,32.0388349514563,2.9126213592233
"E33019922","E01033620","E02006899",2011,865,73,143,172,12,216,207,42,8.4393063583815,16.5317919075144,19.8843930635838,1.38728323699422,24.971098265896,23.9306358381503,4.85549132947977
"E33019923","E01033620","E02006899",2011,319,22,73,66,1,73,71,13,6.89655172413793,22.884012539185,20.6896551724138,0.313479623824451,22.884012539185,22.257053291536,4.07523510971787
"E33019924","E01033620","E02006899",2011,1357,81,220,348,8,272,386,42,5.96904937361828,16.2122328666175,25.6448047162859,0.589535740604274,20.0442151805453,28.4450994841562,3.09506263817244
"E33019925","E01033620","E02006899",2011,331,11,35,58,5,56,156,10,3.32326283987915,10.5740181268882,17.5226586102719,1.51057401812689,16.9184290030211,47.1299093655589,3.02114803625378
"E33019926","E01033620","E02006899",2011,348,19,39,61,5,71,142,11,5.45977011494253,11.2068965517241,17.5287356321839,1.4367816091954,20.4022988505747,40.8045977011494,3.16091954022989
"E33019927","E01033620","E02006899",2011,620,73,110,130,7,111,145,44,11.7741935483871,17.741935483871,20.9677419354839,1.12903225806452,17.9032258064516,23.3870967741935,7.09677419354839
"E33019928","E01033620","E02006899",2011,434,34,54,52,3,62,212,17,7.83410138248848,12.4423963133641,11.9815668202765,0.691244239631336,14.2857142857143,48.8479262672811,3.91705069124424
"E33019929","E01033620","E02006899",2011,354,36,67,65,3,83,92,8,10.1694915254237,18.9265536723164,18.361581920904,0.847457627118644,23.4463276836158,25.9887005649718,2.25988700564972
"E33019930","E01033620","E02006899",2011,368,17,36,46,2,63,197,7,4.6195652173913,9.78260869565217,12.5,0.543478260869565,17.1195652173913,53.5326086956522,1.90217391304348
"E33019931","E01033620","E02006899",2011,370,52,88,81,11,52,61,25,14.0540540540541,23.7837837837838,21.8918918918919,2.97297297297297,14.0540540540541,16.4864864864865,6.75675675675676
"E33019932","E01033620","E02006899",2011,206,14,24,42,10,50,52,14,6.79611650485437,11.6504854368932,20.3883495145631,4.85436893203883,24.2718446601942,25.2427184466019,6.79611650485437
"E33019933","E01033620","E02006899",2011,333,50,42,76,8,60,80,17,15.015015015015,12.6126126126126,22.8228228228228,2.4024024024024,18.018018018018,24.024024024024,5.1051051051051
"E33019934","E01033620","E02006899",2011,523,26,63,91,7,97,227,12,4.97131931166348,12.0458891013384,17.3996175908222,1.33843212237094,18.546845124283,43.4034416826004,2.29445506692161
"E33019935","E01033620","E02006899",2011,2606,72,233,322,8,275,1664,32,2.76285495011512,8.94090560245587,12.3561013046815,0.306983883346124,10.552570990023,63.8526477359939,1.2279355333845
"E33019936","E01033622","E02006899",2011,233,8,15,33,3,35,129,10,3.43347639484979,6.43776824034335,14.1630901287554,1.28755364806867,15.0214592274678,55.3648068669528,4.29184549356223
"E33019937","E01033622","E02006899",2011,306,8,28,36,10,34,185,5,2.61437908496732,9.15032679738562,11.7647058823529,3.26797385620915,11.1111111111111,60.4575163398693,1.63398692810458
"E33019938","E01033622","E02006899",2011,677,13,38,82,10,81,447,6,1.92023633677991,5.61299852289513,12.1122599704579,1.47710487444609,11.9645494830133,66.02658788774,0.886262924667651
"E33019939","E01033619","E02006898",2011,264,48,52,34,8,28,73,21,18.1818181818182,19.6969696969697,12.8787878787879,3.03030303030303,10.6060606060606,27.6515151515151,7.95454545454545
"E33019940","E01033619","E02006898",2011,420,51,63,65,3,62,158,18,12.1428571428571,15,15.4761904761905,0.714285714285714,14.7619047619048,37.6190476190476,4.28571428571429
"E33019941","E01033619","E02006898",2011,348,46,61,53,14,45,117,12,13.2183908045977,17.5287356321839,15.2298850574713,4.02298850574713,12.9310344827586,33.6206896551724,3.44827586206897
"E33019942","E01033623","E02006899",2011,324,43,46,48,26,40,105,16,13.2716049382716,14.1975308641975,14.8148148148148,8.02469135802469,12.3456790123457,32.4074074074074,4.93827160493827
"E33019943","E01033623","E02006899",2011,615,22,79,88,4,76,321,25,3.57723577235772,12.8455284552846,14.3089430894309,0.650406504065041,12.3577235772358,52.1951219512195,4.0650406504065
"E33019944","E01033623","E02006899",2011,600,51,74,114,13,86,233,29,8.5,12.3333333333333,19,2.16666666666667,14.3333333333333,38.8333333333333,4.83333333333333
"E33019945","E01033631","E02001905",2011,233,10,11,35,1,78,93,5,4.29184549356223,4.72103004291846,15.0214592274678,0.429184549356223,33.4763948497854,39.9141630901288,2.14592274678112
"E33019946","E01033631","E02001905",2011,576,27,49,61,5,34,388,12,4.6875,8.50694444444444,10.5902777777778,0.868055555555556,5.90277777777778,67.3611111111111,2.08333333333333
"E33019947","E01009143","E02006897",2011,601,16,54,102,4,105,310,10,2.66222961730449,8.98502495840266,16.9717138103161,0.665557404326123,17.4708818635607,51.5806988352745,1.66389351081531
"E33019948","E01009143","E02006897",2011,447,80,86,62,2,61,116,40,17.8970917225951,19.2393736017897,13.8702460850112,0.447427293064877,13.6465324384787,25.9507829977629,8.94854586129754
"E33019949","E01009143","E02006897",2011,1166,51,152,165,14,194,549,41,4.37392795883362,13.0360205831904,14.1509433962264,1.20068610634648,16.6380789022298,47.0840480274443,3.51629502572899
"E33019950","E01033565","E02006898",2011,1072,34,125,233,11,257,394,18,3.17164179104478,11.660447761194,21.7350746268657,1.02611940298507,23.9738805970149,36.7537313432836,1.67910447761194
"E33019951","E01033620","E02006899",2011,559,10,50,73,4,76,339,7,1.78890876565295,8.94454382826476,13.0590339892665,0.715563506261181,13.5957066189624,60.6440071556351,1.25223613595707
"E33019952","E01033620","E02006899",2011,350,21,35,54,6,60,149,25,6,10,15.4285714285714,1.71428571428571,17.1428571428571,42.5714285714286,7.14285714285714
"E33019953","E01033620","E02006899",2011,359,50,69,67,7,53,87,26,13.9275766016713,19.2200557103064,18.6629526462396,1.94986072423398,14.7632311977716,24.2339832869081,7.24233983286908
"E33019954","E01009342","E02001889",2011,1441,176,142,214,20,169,674,46,12.2137404580153,9.85426786953504,14.8507980569049,1.38792505204719,11.7279666897988,46.7730742539903,3.19222761970854
"E33019955","E01033622","E02006899",2011,443,27,39,50,16,56,244,11,6.09480812641084,8.80361173814898,11.2866817155756,3.6117381489842,12.6410835214447,55.079006772009,2.48306997742664
"E33019956","E01033623","E02006899",2011,212,9,22,39,0,31,103,8,4.24528301886792,10.377358490566,18.3962264150943,0,14.622641509434,48.5849056603774,3.77358490566038
"E33019957","E01009239","E02001859",2011,1563,89,106,161,21,177,959,50,5.69417786308381,6.78182981445937,10.3007037747921,1.34357005758157,11.3243761996161,61.3563659628919,3.19897632757518
"E33019958","E01009239","E02001859",2011,698,113,172,136,20,92,114,51,16.189111747851,24.6418338108883,19.4842406876791,2.86532951289398,13.1805157593123,16.3323782234957,7.30659025787966
"E33019959","E01009239","E02001859",2011,535,144,86,107,22,50,78,48,26.9158878504673,16.0747663551402,20,4.11214953271028,9.34579439252336,14.5794392523364,8.97196261682243
"E33019960","E01008914","E02001876",2011,248,63,63,42,8,25,29,18,25.4032258064516,25.4032258064516,16.9354838709677,3.2258064516129,10.0806451612903,11.6935483870968,7.25806451612903
"E33019961","E01008914","E02001876",2011,215,30,29,31,23,37,38,27,13.953488372093,13.4883720930233,14.4186046511628,10.6976744186047,17.2093023255814,17.6744186046512,12.5581395348837
"E33019962","E01008914","E02001876",2011,246,65,42,40,11,33,48,7,26.4227642276423,17.0731707317073,16.260162601626,4.47154471544715,13.4146341463415,19.5121951219512,2.84552845528455
"E33019963","E01008914","E02001876",2011,227,28,28,30,10,29,90,12,12.3348017621145,12.3348017621145,13.215859030837,4.40528634361234,12.7753303964758,39.647577092511,5.2863436123348
"E33019964","E01008914","E02001876",2011,224,38,43,43,34,26,20,20,16.9642857142857,19.1964285714286,19.1964285714286,15.1785714285714,11.6071428571429,8.92857142857143,8.92857142857143
"E33019965","E01008914","E02001876",2011,444,110,84,62,34,50,75,29,24.7747747747748,18.9189189189189,13.963963963964,7.65765765765766,11.2612612612613,16.8918918918919,6.53153153153153
"E33019966","E01009418","E02001827",2011,284,26,48,56,19,39,86,10,9.15492957746479,16.9014084507042,19.7183098591549,6.69014084507042,13.7323943661972,30.2816901408451,3.52112676056338
"E33019966","E01009433","E02001827",2011,284,26,48,56,19,39,86,10,9.15492957746479,16.9014084507042,19.7183098591549,6.69014084507042,13.7323943661972,30.2816901408451,3.52112676056338
"E33019967","E01009418","E02001827",2011,635,54,60,99,26,129,245,22,8.50393700787401,9.4488188976378,15.5905511811024,4.09448818897638,20.3149606299213,38.5826771653543,3.46456692913386
"E33019967","E01009433","E02001827",2011,635,54,60,99,26,129,245,22,8.50393700787401,9.4488188976378,15.5905511811024,4.09448818897638,20.3149606299213,38.5826771653543,3.46456692913386
"E33019967","E01009419","E02001827",2011,635,54,60,99,26,129,245,22,8.50393700787401,9.4488188976378,15.5905511811024,4.09448818897638,20.3149606299213,38.5826771653543,3.46456692913386
"E33019967","E01009417","E02001827",2011,635,54,60,99,26,129,245,22,8.50393700787401,9.4488188976378,15.5905511811024,4.09448818897638,20.3149606299213,38.5826771653543,3.46456692913386
"E33019968","E01009415","E02001828",2011,258,8,40,50,15,32,106,7,3.10077519379845,15.5038759689922,19.3798449612403,5.81395348837209,12.4031007751938,41.0852713178295,2.71317829457364
"E33019968","E01009423","E02001828",2011,258,8,40,50,15,32,106,7,3.10077519379845,15.5038759689922,19.3798449612403,5.81395348837209,12.4031007751938,41.0852713178295,2.71317829457364
"E33019969","E01009423","E02001828",2011,437,37,68,88,29,93,108,14,8.46681922196796,15.5606407322654,20.137299771167,6.63615560640732,21.2814645308924,24.7139588100687,3.20366132723112
"E33019969","E01009425","E02001828",2011,437,37,68,88,29,93,108,14,8.46681922196796,15.5606407322654,20.137299771167,6.63615560640732,21.2814645308924,24.7139588100687,3.20366132723112
"E33019970","E01009425","E02001828",2011,420,32,42,57,8,61,206,14,7.61904761904762,10,13.5714285714286,1.9047619047619,14.5238095238095,49.047619047619,3.33333333333333
"E33019970","E01009415","E02001828",2011,420,32,42,57,8,61,206,14,7.61904761904762,10,13.5714285714286,1.9047619047619,14.5238095238095,49.047619047619,3.33333333333333
"E33019970","E01009422","E02001828",2011,420,32,42,57,8,61,206,14,7.61904761904762,10,13.5714285714286,1.9047619047619,14.5238095238095,49.047619047619,3.33333333333333
"E33019971","E01009425","E02001828",2011,475,25,83,83,19,74,173,18,5.26315789473684,17.4736842105263,17.4736842105263,4,15.5789473684211,36.4210526315789,3.78947368421053
"E33019972","E01009422","E02001828",2011,496,45,75,89,15,89,164,19,9.07258064516129,15.1209677419355,17.9435483870968,3.0241935483871,17.9435483870968,33.0645161290323,3.83064516129032
"E33019972","E01009425","E02001828",2011,496,45,75,89,15,89,164,19,9.07258064516129,15.1209677419355,17.9435483870968,3.0241935483871,17.9435483870968,33.0645161290323,3.83064516129032
"E33019973","E01009420","E02001829",2011,364,28,45,60,14,63,140,14,7.69230769230769,12.3626373626374,16.4835164835165,3.84615384615385,17.3076923076923,38.4615384615385,3.84615384615385
"E33019973","E01009426","E02001829",2011,364,28,45,60,14,63,140,14,7.69230769230769,12.3626373626374,16.4835164835165,3.84615384615385,17.3076923076923,38.4615384615385,3.84615384615385
"E33019973","E01009416","E02001829",2011,364,28,45,60,14,63,140,14,7.69230769230769,12.3626373626374,16.4835164835165,3.84615384615385,17.3076923076923,38.4615384615385,3.84615384615385
"E33019974","E01009416","E02001829",2011,324,34,47,64,16,50,106,7,10.4938271604938,14.5061728395062,19.7530864197531,4.93827160493827,15.4320987654321,32.716049382716,2.16049382716049
"E33019975","E01009431","E02001829",2011,367,21,29,45,8,72,184,8,5.72207084468665,7.90190735694823,12.2615803814714,2.17983651226158,19.6185286103542,50.1362397820163,2.17983651226158
"E33019975","E01009429","E02001829",2011,367,21,29,45,8,72,184,8,5.72207084468665,7.90190735694823,12.2615803814714,2.17983651226158,19.6185286103542,50.1362397820163,2.17983651226158
"E33019975","E01009426","E02001829",2011,367,21,29,45,8,72,184,8,5.72207084468665,7.90190735694823,12.2615803814714,2.17983651226158,19.6185286103542,50.1362397820163,2.17983651226158
"E33019976","E01009431","E02001829",2011,412,43,50,89,15,94,104,17,10.4368932038835,12.1359223300971,21.6019417475728,3.64077669902913,22.8155339805825,25.2427184466019,4.12621359223301
"E33019976","E01009426","E02001829",2011,412,43,50,89,15,94,104,17,10.4368932038835,12.1359223300971,21.6019417475728,3.64077669902913,22.8155339805825,25.2427184466019,4.12621359223301
"E33019976","E01009429","E02001829",2011,412,43,50,89,15,94,104,17,10.4368932038835,12.1359223300971,21.6019417475728,3.64077669902913,22.8155339805825,25.2427184466019,4.12621359223301
"E33019977","E01009424","E02001830",2011,421,36,78,77,11,77,124,18,8.55106888361045,18.5273159144893,18.2897862232779,2.61282660332542,18.2897862232779,29.4536817102138,4.27553444180523
"E33019977","E01009421","E02001830",2011,421,36,78,77,11,77,124,18,8.55106888361045,18.5273159144893,18.2897862232779,2.61282660332542,18.2897862232779,29.4536817102138,4.27553444180523
"E33019978","E01009424","E02001830",2011,338,27,56,36,6,46,151,16,7.98816568047337,16.5680473372781,10.6508875739645,1.77514792899408,13.6094674556213,44.6745562130178,4.73372781065089
"E33019979","E01009424","E02001830",2011,230,32,51,51,13,18,55,10,13.9130434782609,22.1739130434783,22.1739130434783,5.65217391304348,7.82608695652174,23.9130434782609,4.34782608695652
"E33019979","E01009430","E02001830",2011,230,32,51,51,13,18,55,10,13.9130434782609,22.1739130434783,22.1739130434783,5.65217391304348,7.82608695652174,23.9130434782609,4.34782608695652
"E33019980","E01009427","E02001830",2011,333,17,40,43,7,49,168,9,5.1051051051051,12.012012012012,12.9129129129129,2.1021021021021,14.7147147147147,50.4504504504504,2.7027027027027
"E33019980","E01009430","E02001830",2011,333,17,40,43,7,49,168,9,5.1051051051051,12.012012012012,12.9129129129129,2.1021021021021,14.7147147147147,50.4504504504504,2.7027027027027
"E33019981","E01009430","E02001830",2011,281,23,30,39,8,53,117,11,8.18505338078292,10.6761565836299,13.8790035587189,2.84697508896797,18.8612099644128,41.6370106761566,3.91459074733096
"E33019981","E01009427","E02001830",2011,281,23,30,39,8,53,117,11,8.18505338078292,10.6761565836299,13.8790035587189,2.84697508896797,18.8612099644128,41.6370106761566,3.91459074733096
"E33019982","E01009468","E02001830",2011,278,22,30,47,10,47,105,17,7.9136690647482,10.7913669064748,16.9064748201439,3.59712230215827,16.9064748201439,37.7697841726619,6.11510791366906
"E33019983","E01009424","E02001830",2011,349,41,42,68,11,43,124,20,11.7478510028653,12.0343839541547,19.4842406876791,3.15186246418338,12.3209169054441,35.5300859598854,5.73065902578797
"E33019984","E01009424","E02001830",2011,914,33,102,126,20,102,509,22,3.61050328227571,11.1597374179431,13.7855579868709,2.18818380743982,11.1597374179431,55.6892778993436,2.40700218818381
"E33019984","E01009428","E02001830",2011,914,33,102,126,20,102,509,22,3.61050328227571,11.1597374179431,13.7855579868709,2.18818380743982,11.1597374179431,55.6892778993436,2.40700218818381
"E33019985","E01009448","E02001831",2011,321,52,45,46,8,53,105,12,16.1993769470405,14.018691588785,14.3302180685358,2.49221183800623,16.5109034267913,32.7102803738318,3.73831775700935
"E33019985","E01009445","E02001831",2011,321,52,45,46,8,53,105,12,16.1993769470405,14.018691588785,14.3302180685358,2.49221183800623,16.5109034267913,32.7102803738318,3.73831775700935
"E33019986","E01009447","E02001831",2011,262,23,39,49,6,51,88,6,8.77862595419847,14.8854961832061,18.7022900763359,2.29007633587786,19.4656488549618,33.587786259542,2.29007633587786
"E33019986","E01009446","E02001831",2011,262,23,39,49,6,51,88,6,8.77862595419847,14.8854961832061,18.7022900763359,2.29007633587786,19.4656488549618,33.587786259542,2.29007633587786
"E33019987","E01009447","E02001831",2011,704,36,79,95,12,109,368,5,5.11363636363636,11.2215909090909,13.4943181818182,1.70454545454545,15.4829545454545,52.2727272727273,0.710227272727273
"E33019987","E01009445","E02001831",2011,704,36,79,95,12,109,368,5,5.11363636363636,11.2215909090909,13.4943181818182,1.70454545454545,15.4829545454545,52.2727272727273,0.710227272727273
"E33019987","E01009446","E02001831",2011,704,36,79,95,12,109,368,5,5.11363636363636,11.2215909090909,13.4943181818182,1.70454545454545,15.4829545454545,52.2727272727273,0.710227272727273
"E33019988","E01009452","E02001831",2011,364,29,47,66,22,52,140,8,7.96703296703297,12.9120879120879,18.1318681318681,6.04395604395604,14.2857142857143,38.4615384615385,2.1978021978022
"E33019988","E01009455","E02001831",2011,364,29,47,66,22,52,140,8,7.96703296703297,12.9120879120879,18.1318681318681,6.04395604395604,14.2857142857143,38.4615384615385,2.1978021978022
"E33019989","E01009447","E02001831",2011,534,52,56,71,10,83,248,14,9.73782771535581,10.4868913857678,13.2958801498127,1.87265917602996,15.5430711610487,46.4419475655431,2.62172284644195
"E33019989","E01009452","E02001831",2011,534,52,56,71,10,83,248,14,9.73782771535581,10.4868913857678,13.2958801498127,1.87265917602996,15.5430711610487,46.4419475655431,2.62172284644195
"E33019989","E01009448","E02001831",2011,534,52,56,71,10,83,248,14,9.73782771535581,10.4868913857678,13.2958801498127,1.87265917602996,15.5430711610487,46.4419475655431,2.62172284644195
"E33019990","E01009437","E02001832",2011,213,24,44,50,11,25,47,12,11.2676056338028,20.6572769953052,23.4741784037559,5.16431924882629,11.7370892018779,22.0657276995305,5.63380281690141
"E33019991","E01009444","E02001832",2011,370,38,56,97,21,53,93,12,10.2702702702703,15.1351351351351,26.2162162162162,5.67567567567568,14.3243243243243,25.1351351351351,3.24324324324324
"E33019992","E01009454","E02001832",2011,282,42,38,34,17,51,87,13,14.8936170212766,13.4751773049645,12.0567375886525,6.02836879432624,18.0851063829787,30.8510638297872,4.60992907801418
"E33019992","E01009435","E02001832",2011,282,42,38,34,17,51,87,13,14.8936170212766,13.4751773049645,12.0567375886525,6.02836879432624,18.0851063829787,30.8510638297872,4.60992907801418
"E33019993","E01009432","E02001832",2011,3177,169,297,414,24,364,1826,83,5.31948378973875,9.34844192634561,13.0311614730878,0.755429650613787,11.4573497009758,57.4756059175323,2.61252754170601
"E33019994","E01009437","E02001832",2011,381,19,43,54,10,71,174,10,4.98687664041995,11.2860892388451,14.1732283464567,2.6246719160105,18.6351706036745,45.6692913385827,2.6246719160105
"E33019995","E01009435","E02001832",2011,327,26,39,55,9,81,101,16,7.95107033639144,11.9266055045872,16.8195718654434,2.75229357798165,24.7706422018349,30.8868501529052,4.89296636085627
"E33019995","E01009437","E02001832",2011,327,26,39,55,9,81,101,16,7.95107033639144,11.9266055045872,16.8195718654434,2.75229357798165,24.7706422018349,30.8868501529052,4.89296636085627
"E33019996","E01009467","E02001833",2011,329,31,58,48,14,82,86,10,9.4224924012158,17.629179331307,14.5896656534954,4.25531914893617,24.9240121580547,26.1398176291793,3.03951367781155
"E33019996","E01009465","E02001833",2011,329,31,58,48,14,82,86,10,9.4224924012158,17.629179331307,14.5896656534954,4.25531914893617,24.9240121580547,26.1398176291793,3.03951367781155
"E33019997","E01009221","E02001833",2011,345,63,58,80,6,51,73,14,18.2608695652174,16.8115942028986,23.1884057971014,1.73913043478261,14.7826086956522,21.1594202898551,4.05797101449275
"E33019998","E01009464","E02001833",2011,292,37,44,57,17,41,84,12,12.6712328767123,15.0684931506849,19.5205479452055,5.82191780821918,14.041095890411,28.7671232876712,4.10958904109589
"E33019998","E01009465","E02001833",2011,292,37,44,57,17,41,84,12,12.6712328767123,15.0684931506849,19.5205479452055,5.82191780821918,14.041095890411,28.7671232876712,4.10958904109589
"E33019999","E01009221","E02001833",2011,352,53,67,53,9,51,96,23,15.0568181818182,19.0340909090909,15.0568181818182,2.55681818181818,14.4886363636364,27.2727272727273,6.53409090909091
"E33019999","E01009465","E02001833",2011,352,53,67,53,9,51,96,23,15.0568181818182,19.0340909090909,15.0568181818182,2.55681818181818,14.4886363636364,27.2727272727273,6.53409090909091
"E33020000","E01009220","E02001834",2011,576,118,89,99,25,92,124,29,20.4861111111111,15.4513888888889,17.1875,4.34027777777778,15.9722222222222,21.5277777777778,5.03472222222222
"E33020000","E01009233","E02001834",2011,576,118,89,99,25,92,124,29,20.4861111111111,15.4513888888889,17.1875,4.34027777777778,15.9722222222222,21.5277777777778,5.03472222222222
"E33020000","E01009224","E02001834",2011,576,118,89,99,25,92,124,29,20.4861111111111,15.4513888888889,17.1875,4.34027777777778,15.9722222222222,21.5277777777778,5.03472222222222
"E33020000","E01009222","E02001834",2011,576,118,89,99,25,92,124,29,20.4861111111111,15.4513888888889,17.1875,4.34027777777778,15.9722222222222,21.5277777777778,5.03472222222222
"E33020001","E01009471","E02001835",2011,288,27,48,43,13,50,95,12,9.375,16.6666666666667,14.9305555555556,4.51388888888889,17.3611111111111,32.9861111111111,4.16666666666667
"E33020002","E01009453","E02001835",2011,566,57,78,95,16,79,220,21,10.0706713780919,13.7809187279152,16.7844522968198,2.82685512367491,13.9575971731449,38.86925795053,3.71024734982332
"E33020002","E01009449","E02001835",2011,566,57,78,95,16,79,220,21,10.0706713780919,13.7809187279152,16.7844522968198,2.82685512367491,13.9575971731449,38.86925795053,3.71024734982332
"E33020002","E01009451","E02001835",2011,566,57,78,95,16,79,220,21,10.0706713780919,13.7809187279152,16.7844522968198,2.82685512367491,13.9575971731449,38.86925795053,3.71024734982332
"E33020003","E01009471","E02001835",2011,272,29,35,40,3,38,122,5,10.6617647058824,12.8676470588235,14.7058823529412,1.10294117647059,13.9705882352941,44.8529411764706,1.83823529411765
"E33020003","E01009466","E02001835",2011,272,29,35,40,3,38,122,5,10.6617647058824,12.8676470588235,14.7058823529412,1.10294117647059,13.9705882352941,44.8529411764706,1.83823529411765
"E33020004","E01009466","E02001835",2011,357,20,30,42,8,64,189,4,5.60224089635854,8.40336134453782,11.7647058823529,2.24089635854342,17.9271708683473,52.9411764705882,1.12044817927171
"E33020005","E01009449","E02001835",2011,506,41,65,100,13,93,179,15,8.10276679841897,12.8458498023715,19.7628458498024,2.56916996047431,18.3794466403162,35.3754940711462,2.96442687747036
"E33020006","E01009451","E02001835",2011,450,36,34,50,7,72,235,16,8,7.55555555555556,11.1111111111111,1.55555555555556,16,52.2222222222222,3.55555555555556
"E33020007","E01009472","E02001836",2011,370,59,59,50,14,41,134,13,15.9459459459459,15.9459459459459,13.5135135135135,3.78378378378378,11.0810810810811,36.2162162162162,3.51351351351351
"E33020007","E01009474","E02001836",2011,370,59,59,50,14,41,134,13,15.9459459459459,15.9459459459459,13.5135135135135,3.78378378378378,11.0810810810811,36.2162162162162,3.51351351351351
"E33020007","E01009470","E02001836",2011,370,59,59,50,14,41,134,13,15.9459459459459,15.9459459459459,13.5135135135135,3.78378378378378,11.0810810810811,36.2162162162162,3.51351351351351
"E33020008","E01009472","E02001836",2011,309,38,39,44,15,39,117,17,12.2977346278317,12.621359223301,14.2394822006472,4.85436893203883,12.621359223301,37.8640776699029,5.50161812297735
"E33020008","E01009135","E02001836",2011,309,38,39,44,15,39,117,17,12.2977346278317,12.621359223301,14.2394822006472,4.85436893203883,12.621359223301,37.8640776699029,5.50161812297735
"E33020008","E01009473","E02001836",2011,309,38,39,44,15,39,117,17,12.2977346278317,12.621359223301,14.2394822006472,4.85436893203883,12.621359223301,37.8640776699029,5.50161812297735
"E33020009","E01009469","E02001836",2011,263,22,35,38,7,46,109,6,8.36501901140684,13.3079847908745,14.4486692015209,2.6615969581749,17.4904942965779,41.4448669201521,2.28136882129278
"E33020009","E01009470","E02001836",2011,263,22,35,38,7,46,109,6,8.36501901140684,13.3079847908745,14.4486692015209,2.6615969581749,17.4904942965779,41.4448669201521,2.28136882129278
