"wz11cd","lsoa11cd","msoa11cd","date","Employment Status: All categories: Employment status; measures: Value","Employment Status: Employee: Part-time; measures: Value","Employment Status: Employee: Full-time; measures: Value","Employment Status: Self-employed with employees: Part-time; measures: Value","Employment Status: Self-employed with employees: Full-time; measures: Value","Employment Status: Self-employed without employees: Part-time; measures: Value","Employment Status: Self-employed without employees: Full-time; measures: Value","Employment Status: Full-time student; measures: Value","Employment Status: Employee: Part-time; measures: Value:value%","Employment Status: Employee: Full-time; measures: Value:value%","Employment Status: Self-employed with employees: Part-time; measures: Value:value%","Employment Status: Self-employed with employees: Full-time; measures: Value:value%","Employment Status: Self-employed without employees: Part-time; measures: Value:value%","Employment Status: Self-employed without employees: Full-time; measures: Value:value%","Employment Status: Full-time student; measures: Value:value%"
"E33019969","E01009425","E02001828",2011,437,111,216,5,16,19,35,35,25.4004576659039,49.4279176201373,1.1441647597254,3.66132723112128,4.34782608695652,8.0091533180778,8.0091533180778
"E33019970","E01009425","E02001828",2011,420,122,219,2,7,18,19,33,29.047619047619,52.1428571428571,0.476190476190476,1.66666666666667,4.28571428571429,4.52380952380952,7.85714285714286
"E33019970","E01009415","E02001828",2011,420,122,219,2,7,18,19,33,29.047619047619,52.1428571428571,0.476190476190476,1.66666666666667,4.28571428571429,4.52380952380952,7.85714285714286
"E33019970","E01009422","E02001828",2011,420,122,219,2,7,18,19,33,29.047619047619,52.1428571428571,0.476190476190476,1.66666666666667,4.28571428571429,4.52380952380952,7.85714285714286
"E33019971","E01009425","E02001828",2011,475,160,219,3,29,19,20,25,33.6842105263158,46.1052631578947,0.631578947368421,6.10526315789474,4,4.21052631578947,5.26315789473684
"E33019972","E01009422","E02001828",2011,496,153,169,6,29,45,67,27,30.8467741935484,34.0725806451613,1.20967741935484,5.84677419354839,9.07258064516129,13.508064516129,5.44354838709677
"E33019972","E01009425","E02001828",2011,496,153,169,6,29,45,67,27,30.8467741935484,34.0725806451613,1.20967741935484,5.84677419354839,9.07258064516129,13.508064516129,5.44354838709677
"E33019973","E01009420","E02001829",2011,364,91,129,4,14,44,76,6,25,35.4395604395604,1.0989010989011,3.84615384615385,12.0879120879121,20.8791208791209,1.64835164835165
"E33019973","E01009426","E02001829",2011,364,91,129,4,14,44,76,6,25,35.4395604395604,1.0989010989011,3.84615384615385,12.0879120879121,20.8791208791209,1.64835164835165
"E33019973","E01009416","E02001829",2011,364,91,129,4,14,44,76,6,25,35.4395604395604,1.0989010989011,3.84615384615385,12.0879120879121,20.8791208791209,1.64835164835165
"E33019974","E01009416","E02001829",2011,324,54,123,4,23,41,68,11,16.6666666666667,37.962962962963,1.23456790123457,7.09876543209876,12.6543209876543,20.9876543209877,3.39506172839506
"E33019975","E01009431","E02001829",2011,367,90,175,2,7,40,47,6,24.5231607629428,47.6839237057221,0.544959128065395,1.90735694822888,10.8991825613079,12.8065395095368,1.63487738419619
"E33019975","E01009429","E02001829",2011,367,90,175,2,7,40,47,6,24.5231607629428,47.6839237057221,0.544959128065395,1.90735694822888,10.8991825613079,12.8065395095368,1.63487738419619
"E33019975","E01009426","E02001829",2011,367,90,175,2,7,40,47,6,24.5231607629428,47.6839237057221,0.544959128065395,1.90735694822888,10.8991825613079,12.8065395095368,1.63487738419619
"E33019976","E01009431","E02001829",2011,412,92,170,2,23,38,42,45,22.3300970873786,41.2621359223301,0.485436893203883,5.58252427184466,9.22330097087379,10.1941747572816,10.9223300970874
"E33019976","E01009426","E02001829",2011,412,92,170,2,23,38,42,45,22.3300970873786,41.2621359223301,0.485436893203883,5.58252427184466,9.22330097087379,10.1941747572816,10.9223300970874
"E33019976","E01009429","E02001829",2011,412,92,170,2,23,38,42,45,22.3300970873786,41.2621359223301,0.485436893203883,5.58252427184466,9.22330097087379,10.1941747572816,10.9223300970874
"E33019977","E01009424","E02001830",2011,421,88,172,3,19,44,53,42,20.9026128266033,40.855106888361,0.712589073634204,4.51306413301663,10.4513064133017,12.5890736342043,9.97624703087886
"E33019977","E01009421","E02001830",2011,421,88,172,3,19,44,53,42,20.9026128266033,40.855106888361,0.712589073634204,4.51306413301663,10.4513064133017,12.5890736342043,9.97624703087886
"E33019978","E01009424","E02001830",2011,338,74,178,4,32,19,26,5,21.8934911242604,52.6627218934911,1.18343195266272,9.46745562130178,5.62130177514793,7.69230769230769,1.4792899408284
"E33019979","E01009424","E02001830",2011,230,60,136,1,5,10,17,1,26.0869565217391,59.1304347826087,0.434782608695652,2.17391304347826,4.34782608695652,7.39130434782609,0.434782608695652
"E33019979","E01009430","E02001830",2011,230,60,136,1,5,10,17,1,26.0869565217391,59.1304347826087,0.434782608695652,2.17391304347826,4.34782608695652,7.39130434782609,0.434782608695652
"E33019980","E01009427","E02001830",2011,333,118,135,4,8,29,30,9,35.4354354354354,40.5405405405405,1.2012012012012,2.4024024024024,8.70870870870871,9.00900900900901,2.7027027027027
"E33019980","E01009430","E02001830",2011,333,118,135,4,8,29,30,9,35.4354354354354,40.5405405405405,1.2012012012012,2.4024024024024,8.70870870870871,9.00900900900901,2.7027027027027
"E33019981","E01009430","E02001830",2011,281,88,117,3,5,28,25,15,31.3167259786477,41.6370106761566,1.06761565836299,1.77935943060498,9.9644128113879,8.89679715302491,5.33807829181495
"E33019981","E01009427","E02001830",2011,281,88,117,3,5,28,25,15,31.3167259786477,41.6370106761566,1.06761565836299,1.77935943060498,9.9644128113879,8.89679715302491,5.33807829181495
"E33019982","E01009468","E02001830",2011,278,74,101,6,10,31,47,9,26.6187050359712,36.3309352517986,2.15827338129496,3.59712230215827,11.1510791366906,16.9064748201439,3.23741007194245
"E33019983","E01009424","E02001830",2011,349,81,205,3,25,5,21,9,23.2091690544413,58.7392550143267,0.859598853868195,7.16332378223496,1.43266475644699,6.01719197707736,2.57879656160458
"E33019984","E01009424","E02001830",2011,914,232,549,3,20,35,62,13,25.382932166302,60.0656455142232,0.328227571115974,2.18818380743982,3.82932166301969,6.78336980306346,1.42231947483589
"E33019984","E01009428","E02001830",2011,914,232,549,3,20,35,62,13,25.382932166302,60.0656455142232,0.328227571115974,2.18818380743982,3.82932166301969,6.78336980306346,1.42231947483589
"E33019985","E01009448","E02001831",2011,321,73,147,2,10,33,48,8,22.7414330218069,45.7943925233645,0.623052959501558,3.11526479750779,10.2803738317757,14.9532710280374,2.49221183800623
"E33019985","E01009445","E02001831",2011,321,73,147,2,10,33,48,8,22.7414330218069,45.7943925233645,0.623052959501558,3.11526479750779,10.2803738317757,14.9532710280374,2.49221183800623
"E33019986","E01009447","E02001831",2011,262,79,90,1,4,23,60,5,30.1526717557252,34.3511450381679,0.381679389312977,1.52671755725191,8.77862595419847,22.9007633587786,1.90839694656489
"E33019986","E01009446","E02001831",2011,262,79,90,1,4,23,60,5,30.1526717557252,34.3511450381679,0.381679389312977,1.52671755725191,8.77862595419847,22.9007633587786,1.90839694656489
"E33019987","E01009447","E02001831",2011,704,81,541,3,9,17,48,5,11.5056818181818,76.8465909090909,0.426136363636364,1.27840909090909,2.41477272727273,6.81818181818182,0.710227272727273
"E33019987","E01009445","E02001831",2011,704,81,541,3,9,17,48,5,11.5056818181818,76.8465909090909,0.426136363636364,1.27840909090909,2.41477272727273,6.81818181818182,0.710227272727273
"E33019987","E01009446","E02001831",2011,704,81,541,3,9,17,48,5,11.5056818181818,76.8465909090909,0.426136363636364,1.27840909090909,2.41477272727273,6.81818181818182,0.710227272727273
"E33019988","E01009452","E02001831",2011,364,86,192,1,8,24,45,8,23.6263736263736,52.7472527472528,0.274725274725275,2.1978021978022,6.59340659340659,12.3626373626374,2.1978021978022
"E33019988","E01009455","E02001831",2011,364,86,192,1,8,24,45,8,23.6263736263736,52.7472527472528,0.274725274725275,2.1978021978022,6.59340659340659,12.3626373626374,2.1978021978022
"E33019989","E01009447","E02001831",2011,534,164,286,5,7,17,46,9,30.7116104868914,53.5580524344569,0.936329588014981,1.31086142322097,3.18352059925094,8.61423220973783,1.68539325842697
"E33019989","E01009452","E02001831",2011,534,164,286,5,7,17,46,9,30.7116104868914,53.5580524344569,0.936329588014981,1.31086142322097,3.18352059925094,8.61423220973783,1.68539325842697
"E33019989","E01009448","E02001831",2011,534,164,286,5,7,17,46,9,30.7116104868914,53.5580524344569,0.936329588014981,1.31086142322097,3.18352059925094,8.61423220973783,1.68539325842697
"E33019990","E01009437","E02001832",2011,213,70,85,4,16,11,13,14,32.8638497652582,39.906103286385,1.87793427230047,7.51173708920188,5.16431924882629,6.10328638497653,6.57276995305164
"E33019991","E01009444","E02001832",2011,370,130,140,4,11,29,40,16,35.1351351351351,37.8378378378378,1.08108108108108,2.97297297297297,7.83783783783784,10.8108108108108,4.32432432432432
"E33019992","E01009454","E02001832",2011,282,44,103,3,16,43,65,8,15.6028368794326,36.5248226950355,1.06382978723404,5.67375886524823,15.2482269503546,23.0496453900709,2.83687943262411
"E33019992","E01009435","E02001832",2011,282,44,103,3,16,43,65,8,15.6028368794326,36.5248226950355,1.06382978723404,5.67375886524823,15.2482269503546,23.0496453900709,2.83687943262411
"E33019993","E01009432","E02001832",2011,3177,912,2115,4,9,25,42,70,28.7063267233239,66.57223796034,0.125904941768964,0.28328611898017,0.786905886056028,1.32200188857413,2.20333648095688
"E33019994","E01009437","E02001832",2011,381,81,235,2,7,9,22,25,21.259842519685,61.6797900262467,0.5249343832021,1.83727034120735,2.36220472440945,5.7742782152231,6.56167979002625
"E33019995","E01009435","E02001832",2011,327,54,165,4,15,23,49,17,16.5137614678899,50.4587155963303,1.22324159021407,4.58715596330275,7.03363914373089,14.9847094801223,5.19877675840979
"E33019995","E01009437","E02001832",2011,327,54,165,4,15,23,49,17,16.5137614678899,50.4587155963303,1.22324159021407,4.58715596330275,7.03363914373089,14.9847094801223,5.19877675840979
"E33019996","E01009467","E02001833",2011,329,88,132,4,10,39,51,5,26.7477203647416,40.1215805471125,1.21580547112462,3.03951367781155,11.854103343465,15.5015197568389,1.51975683890578
"E33019996","E01009465","E02001833",2011,329,88,132,4,10,39,51,5,26.7477203647416,40.1215805471125,1.21580547112462,3.03951367781155,11.854103343465,15.5015197568389,1.51975683890578
"E33019997","E01009221","E02001833",2011,345,135,156,3,5,12,11,23,39.1304347826087,45.2173913043478,0.869565217391304,1.44927536231884,3.47826086956522,3.18840579710145,6.66666666666667
"E33019998","E01009464","E02001833",2011,292,51,122,2,21,31,53,12,17.4657534246575,41.7808219178082,0.684931506849315,7.19178082191781,10.6164383561644,18.1506849315068,4.10958904109589
"E33019998","E01009465","E02001833",2011,292,51,122,2,21,31,53,12,17.4657534246575,41.7808219178082,0.684931506849315,7.19178082191781,10.6164383561644,18.1506849315068,4.10958904109589
"E33019999","E01009221","E02001833",2011,352,91,174,2,15,17,45,8,25.8522727272727,49.4318181818182,0.568181818181818,4.26136363636364,4.82954545454545,12.7840909090909,2.27272727272727
"E33019999","E01009465","E02001833",2011,352,91,174,2,15,17,45,8,25.8522727272727,49.4318181818182,0.568181818181818,4.26136363636364,4.82954545454545,12.7840909090909,2.27272727272727
"E33020000","E01009220","E02001834",2011,576,145,216,5,25,41,113,31,25.1736111111111,37.5,0.868055555555556,4.34027777777778,7.11805555555556,19.6180555555556,5.38194444444444
"E33020000","E01009233","E02001834",2011,576,145,216,5,25,41,113,31,25.1736111111111,37.5,0.868055555555556,4.34027777777778,7.11805555555556,19.6180555555556,5.38194444444444
"E33020000","E01009224","E02001834",2011,576,145,216,5,25,41,113,31,25.1736111111111,37.5,0.868055555555556,4.34027777777778,7.11805555555556,19.6180555555556,5.38194444444444
"E33020000","E01009222","E02001834",2011,576,145,216,5,25,41,113,31,25.1736111111111,37.5,0.868055555555556,4.34027777777778,7.11805555555556,19.6180555555556,5.38194444444444
"E33020001","E01009471","E02001835",2011,288,69,122,6,16,27,35,13,23.9583333333333,42.3611111111111,2.08333333333333,5.55555555555556,9.375,12.1527777777778,4.51388888888889
"E33020002","E01009453","E02001835",2011,566,177,217,11,44,32,64,21,31.2720848056537,38.339222614841,1.9434628975265,7.77385159010601,5.65371024734982,11.3074204946996,3.71024734982332
"E33020002","E01009449","E02001835",2011,566,177,217,11,44,32,64,21,31.2720848056537,38.339222614841,1.9434628975265,7.77385159010601,5.65371024734982,11.3074204946996,3.71024734982332
"E33020002","E01009451","E02001835",2011,566,177,217,11,44,32,64,21,31.2720848056537,38.339222614841,1.9434628975265,7.77385159010601,5.65371024734982,11.3074204946996,3.71024734982332
"E33020003","E01009471","E02001835",2011,272,66,124,4,10,18,43,7,24.2647058823529,45.5882352941176,1.47058823529412,3.67647058823529,6.61764705882353,15.8088235294118,2.57352941176471
"E33020003","E01009466","E02001835",2011,272,66,124,4,10,18,43,7,24.2647058823529,45.5882352941176,1.47058823529412,3.67647058823529,6.61764705882353,15.8088235294118,2.57352941176471
"E33020004","E01009466","E02001835",2011,357,92,185,1,6,24,45,4,25.7703081232493,51.8207282913165,0.280112044817927,1.68067226890756,6.72268907563025,12.6050420168067,1.12044817927171
"E33020005","E01009449","E02001835",2011,506,152,260,1,15,16,19,43,30.0395256916996,51.3833992094862,0.197628458498024,2.96442687747036,3.16205533596838,3.75494071146245,8.49802371541502
"E33020006","E01009451","E02001835",2011,450,134,238,4,16,21,33,4,29.7777777777778,52.8888888888889,0.888888888888889,3.55555555555556,4.66666666666667,7.33333333333333,0.888888888888889
"E33020007","E01009472","E02001836",2011,370,95,138,5,15,44,69,4,25.6756756756757,37.2972972972973,1.35135135135135,4.05405405405405,11.8918918918919,18.6486486486486,1.08108108108108
"E33020007","E01009474","E02001836",2011,370,95,138,5,15,44,69,4,25.6756756756757,37.2972972972973,1.35135135135135,4.05405405405405,11.8918918918919,18.6486486486486,1.08108108108108
"E33020007","E01009470","E02001836",2011,370,95,138,5,15,44,69,4,25.6756756756757,37.2972972972973,1.35135135135135,4.05405405405405,11.8918918918919,18.6486486486486,1.08108108108108
"E33020008","E01009472","E02001836",2011,309,61,120,2,16,35,63,12,19.7411003236246,38.8349514563107,0.647249190938511,5.17799352750809,11.3268608414239,20.3883495145631,3.88349514563107
"E33020008","E01009135","E02001836",2011,309,61,120,2,16,35,63,12,19.7411003236246,38.8349514563107,0.647249190938511,5.17799352750809,11.3268608414239,20.3883495145631,3.88349514563107
"E33020008","E01009473","E02001836",2011,309,61,120,2,16,35,63,12,19.7411003236246,38.8349514563107,0.647249190938511,5.17799352750809,11.3268608414239,20.3883495145631,3.88349514563107
"E33020009","E01009469","E02001836",2011,263,107,85,2,12,22,29,6,40.6844106463878,32.319391634981,0.760456273764259,4.56273764258555,8.36501901140684,11.0266159695817,2.28136882129278
"E33020009","E01009470","E02001836",2011,263,107,85,2,12,22,29,6,40.6844106463878,32.319391634981,0.760456273764259,4.56273764258555,8.36501901140684,11.0266159695817,2.28136882129278
"E33020010","E01009474","E02001836",2011,306,85,113,3,12,31,55,7,27.7777777777778,36.9281045751634,0.980392156862745,3.92156862745098,10.1307189542484,17.9738562091503,2.2875816993464
"E33020010","E01009472","E02001836",2011,306,85,113,3,12,31,55,7,27.7777777777778,36.9281045751634,0.980392156862745,3.92156862745098,10.1307189542484,17.9738562091503,2.2875816993464
"E33020011","E01009473","E02001836",2011,1444,551,642,8,34,26,45,138,38.1578947368421,44.4598337950139,0.554016620498615,2.35457063711911,1.8005540166205,3.11634349030471,9.55678670360111
"E33020011","E01009469","E02001836",2011,1444,551,642,8,34,26,45,138,38.1578947368421,44.4598337950139,0.554016620498615,2.35457063711911,1.8005540166205,3.11634349030471,9.55678670360111
"E33020012","E01009133","E02001837",2011,654,210,311,2,17,28,66,20,32.1100917431193,47.5535168195719,0.305810397553517,2.59938837920489,4.28134556574923,10.0917431192661,3.05810397553517
"E33020012","E01009134","E02001837",2011,654,210,311,2,17,28,66,20,32.1100917431193,47.5535168195719,0.305810397553517,2.59938837920489,4.28134556574923,10.0917431192661,3.05810397553517
"E33020012","E01009131","E02001837",2011,654,210,311,2,17,28,66,20,32.1100917431193,47.5535168195719,0.305810397553517,2.59938837920489,4.28134556574923,10.0917431192661,3.05810397553517
"E33020012","E01009130","E02001837",2011,654,210,311,2,17,28,66,20,32.1100917431193,47.5535168195719,0.305810397553517,2.59938837920489,4.28134556574923,10.0917431192661,3.05810397553517
"E33020013","E01009128","E02001837",2011,357,110,138,7,25,25,39,13,30.812324929972,38.655462184874,1.96078431372549,7.00280112044818,7.00280112044818,10.9243697478992,3.64145658263305
"E33020013","E01009131","E02001837",2011,357,110,138,7,25,25,39,13,30.812324929972,38.655462184874,1.96078431372549,7.00280112044818,7.00280112044818,10.9243697478992,3.64145658263305
"E33020013","E01009127","E02001837",2011,357,110,138,7,25,25,39,13,30.812324929972,38.655462184874,1.96078431372549,7.00280112044818,7.00280112044818,10.9243697478992,3.64145658263305
"E33020014","E01009137","E02001837",2011,337,105,129,5,12,25,48,13,31.1572700296736,38.2789317507418,1.48367952522255,3.56083086053412,7.41839762611276,14.2433234421365,3.85756676557863
"E33020014","E01009134","E02001837",2011,337,105,129,5,12,25,48,13,31.1572700296736,38.2789317507418,1.48367952522255,3.56083086053412,7.41839762611276,14.2433234421365,3.85756676557863
"E33020015","E01009440","E02001838",2011,383,161,140,6,14,26,22,14,42.0365535248042,36.5535248041775,1.56657963446475,3.65535248041775,6.78851174934726,5.74412532637076,3.65535248041775
"E33020015","E01009436","E02001838",2011,383,161,140,6,14,26,22,14,42.0365535248042,36.5535248041775,1.56657963446475,3.65535248041775,6.78851174934726,5.74412532637076,3.65535248041775
"E33020016","E01009438","E02001838",2011,280,42,102,1,15,42,74,4,15,36.4285714285714,0.357142857142857,5.35714285714286,15,26.4285714285714,1.42857142857143
"E33020016","E01009436","E02001838",2011,280,42,102,1,15,42,74,4,15,36.4285714285714,0.357142857142857,5.35714285714286,15,26.4285714285714,1.42857142857143
"E33020017","E01009440","E02001838",2011,281,93,135,1,2,16,25,9,33.0960854092527,48.0427046263345,0.355871886120996,0.711743772241993,5.69395017793594,8.89679715302491,3.20284697508897
"E33020018","E01009450","E02001838",2011,367,60,171,4,12,35,76,9,16.3487738419619,46.5940054495913,1.08991825613079,3.26975476839237,9.53678474114441,20.708446866485,2.45231607629428
"E33020018","E01009434","E02001838",2011,367,60,171,4,12,35,76,9,16.3487738419619,46.5940054495913,1.08991825613079,3.26975476839237,9.53678474114441,20.708446866485,2.45231607629428
"E33020019","E01009225","E02001839",2011,365,133,166,8,11,14,26,7,36.4383561643836,45.4794520547945,2.19178082191781,3.01369863013699,3.83561643835616,7.12328767123288,1.91780821917808
"E33020019","E01009223","E02001839",2011,365,133,166,8,11,14,26,7,36.4383561643836,45.4794520547945,2.19178082191781,3.01369863013699,3.83561643835616,7.12328767123288,1.91780821917808
"E33020019","E01009228","E02001839",2011,365,133,166,8,11,14,26,7,36.4383561643836,45.4794520547945,2.19178082191781,3.01369863013699,3.83561643835616,7.12328767123288,1.91780821917808
"E33020020","E01009227","E02001839",2011,328,54,140,6,16,26,67,19,16.4634146341463,42.6829268292683,1.82926829268293,4.8780487804878,7.92682926829268,20.4268292682927,5.79268292682927
"E33020020","E01009228","E02001839",2011,328,54,140,6,16,26,67,19,16.4634146341463,42.6829268292683,1.82926829268293,4.8780487804878,7.92682926829268,20.4268292682927,5.79268292682927
"E33020021","E01009223","E02001839",2011,254,55,130,3,15,5,38,8,21.6535433070866,51.1811023622047,1.18110236220472,5.90551181102362,1.96850393700787,14.9606299212598,3.1496062992126
"E33020022","E01009228","E02001839",2011,310,97,140,1,6,28,32,6,31.2903225806452,45.1612903225806,0.32258064516129,1.93548387096774,9.03225806451613,10.3225806451613,1.93548387096774
"E33020022","E01009225","E02001839",2011,310,97,140,1,6,28,32,6,31.2903225806452,45.1612903225806,0.32258064516129,1.93548387096774,9.03225806451613,10.3225806451613,1.93548387096774
"E33020023","E01009129","E02001840",2011,305,81,148,4,5,23,35,9,26.5573770491803,48.5245901639344,1.31147540983607,1.63934426229508,7.54098360655738,11.4754098360656,2.95081967213115
"E33020023","E01009132","E02001840",2011,305,81,148,4,5,23,35,9,26.5573770491803,48.5245901639344,1.31147540983607,1.63934426229508,7.54098360655738,11.4754098360656,2.95081967213115
"E33020024","E01009121","E02001840",2011,245,79,111,3,13,14,20,5,32.2448979591837,45.3061224489796,1.22448979591837,5.30612244897959,5.71428571428571,8.16326530612245,2.04081632653061
"E33020025","E01009122","E02001840",2011,353,62,216,2,10,9,34,20,17.5637393767705,61.1898016997167,0.56657223796034,2.8328611898017,2.54957507082153,9.63172804532578,5.6657223796034
"E33020026","E01009136","E02001840",2011,376,128,189,3,9,15,18,14,34.0425531914894,50.2659574468085,0.797872340425532,2.3936170212766,3.98936170212766,4.78723404255319,3.72340425531915
"E33020026","E01009132","E02001840",2011,376,128,189,3,9,15,18,14,34.0425531914894,50.2659574468085,0.797872340425532,2.3936170212766,3.98936170212766,4.78723404255319,3.72340425531915
"E33020027","E01009121","E02001840",2011,274,80,153,1,7,8,15,10,29.1970802919708,55.8394160583942,0.364963503649635,2.55474452554745,2.91970802919708,5.47445255474453,3.64963503649635
"E33020028","E01009463","E02001841",2011,245,74,97,2,14,19,33,6,30.2040816326531,39.5918367346939,0.816326530612245,5.71428571428571,7.75510204081633,13.469387755102,2.44897959183673
"E33020028","E01009457","E02001841",2011,245,74,97,2,14,19,33,6,30.2040816326531,39.5918367346939,0.816326530612245,5.71428571428571,7.75510204081633,13.469387755102,2.44897959183673
"E33020029","E01009463","E02001841",2011,274,79,101,2,13,30,38,11,28.8321167883212,36.8613138686131,0.72992700729927,4.74452554744525,10.9489051094891,13.8686131386861,4.01459854014599
"E33020029","E01009459","E02001841",2011,274,79,101,2,13,30,38,11,28.8321167883212,36.8613138686131,0.72992700729927,4.74452554744525,10.9489051094891,13.8686131386861,4.01459854014599
"E33020030","E01009461","E02001841",2011,318,59,129,6,16,35,62,11,18.5534591194969,40.5660377358491,1.88679245283019,5.0314465408805,11.0062893081761,19.496855345912,3.45911949685535
"E33020030","E01009463","E02001841",2011,318,59,129,6,16,35,62,11,18.5534591194969,40.5660377358491,1.88679245283019,5.0314465408805,11.0062893081761,19.496855345912,3.45911949685535
"E33020031","E01009459","E02001841",2011,323,98,109,2,9,35,41,29,30.3405572755418,33.7461300309598,0.619195046439629,2.78637770897833,10.8359133126935,12.6934984520124,8.97832817337461
"E33020031","E01009457","E02001841",2011,323,98,109,2,9,35,41,29,30.3405572755418,33.7461300309598,0.619195046439629,2.78637770897833,10.8359133126935,12.6934984520124,8.97832817337461
"E33020032","E01009245","E02001842",2011,299,71,110,0,14,35,58,11,23.7458193979933,36.7892976588629,0,4.68227424749164,11.7056856187291,19.3979933110368,3.67892976588629
"E33020032","E01009246","E02001842",2011,299,71,110,0,14,35,58,11,23.7458193979933,36.7892976588629,0,4.68227424749164,11.7056856187291,19.3979933110368,3.67892976588629
"E33020032","E01009235","E02001842",2011,299,71,110,0,14,35,58,11,23.7458193979933,36.7892976588629,0,4.68227424749164,11.7056856187291,19.3979933110368,3.67892976588629
"E33020033","E01009247","E02001842",2011,295,78,127,2,7,26,51,4,26.4406779661017,43.0508474576271,0.677966101694915,2.3728813559322,8.8135593220339,17.2881355932203,1.35593220338983
"E33020033","E01009246","E02001842",2011,295,78,127,2,7,26,51,4,26.4406779661017,43.0508474576271,0.677966101694915,2.3728813559322,8.8135593220339,17.2881355932203,1.35593220338983
"E33020033","E01009243","E02001842",2011,295,78,127,2,7,26,51,4,26.4406779661017,43.0508474576271,0.677966101694915,2.3728813559322,8.8135593220339,17.2881355932203,1.35593220338983
"E33020034","E01009245","E02001842",2011,348,89,158,3,11,23,50,14,25.5747126436782,45.4022988505747,0.862068965517241,3.16091954022989,6.60919540229885,14.367816091954,4.02298850574713
"E33020034","E01009243","E02001842",2011,348,89,158,3,11,23,50,14,25.5747126436782,45.4022988505747,0.862068965517241,3.16091954022989,6.60919540229885,14.367816091954,4.02298850574713
"E33020035","E01009230","E02001843",2011,250,61,137,1,5,13,21,12,24.4,54.8,0.4,2,5.2,8.4,4.8
"E33020035","E01009229","E02001843",2011,250,61,137,1,5,13,21,12,24.4,54.8,0.4,2,5.2,8.4,4.8
"E33020036","E01009229","E02001843",2011,365,58,135,5,14,52,89,12,15.8904109589041,36.986301369863,1.36986301369863,3.83561643835616,14.2465753424658,24.3835616438356,3.28767123287671
"E33020036","E01009231","E02001843",2011,365,58,135,5,14,52,89,12,15.8904109589041,36.986301369863,1.36986301369863,3.83561643835616,14.2465753424658,24.3835616438356,3.28767123287671
"E33020036","E01009230","E02001843",2011,365,58,135,5,14,52,89,12,15.8904109589041,36.986301369863,1.36986301369863,3.83561643835616,14.2465753424658,24.3835616438356,3.28767123287671
"E33020037","E01009231","E02001843",2011,322,91,178,2,10,13,24,4,28.2608695652174,55.2795031055901,0.62111801242236,3.1055900621118,4.03726708074534,7.45341614906832,1.24223602484472
"E33020038","E01009230","E02001843",2011,648,232,280,2,34,11,56,33,35.8024691358025,43.2098765432099,0.308641975308642,5.24691358024691,1.69753086419753,8.64197530864197,5.09259259259259
"E33020038","E01009226","E02001843",2011,648,232,280,2,34,11,56,33,35.8024691358025,43.2098765432099,0.308641975308642,5.24691358024691,1.69753086419753,8.64197530864197,5.09259259259259
"E33020038","E01009229","E02001843",2011,648,232,280,2,34,11,56,33,35.8024691358025,43.2098765432099,0.308641975308642,5.24691358024691,1.69753086419753,8.64197530864197,5.09259259259259
"E33020039","E01009226","E02001843",2011,317,91,181,0,13,7,23,2,28.7066246056782,57.0977917981073,0,4.10094637223975,2.20820189274448,7.25552050473186,0.630914826498423
"E33020040","E01009462","E02001844",2011,487,156,200,8,28,16,28,51,32.0328542094456,41.0677618069815,1.64271047227926,5.74948665297741,3.28542094455852,5.74948665297741,10.4722792607803
"E33020041","E01009003","E02001844",2011,465,114,186,7,32,32,81,13,24.5161290322581,40,1.50537634408602,6.88172043010753,6.88172043010753,17.4193548387097,2.79569892473118
"E33020042","E01009003","E02001844",2011,493,128,283,1,8,18,36,19,25.9634888438134,57.4036511156187,0.202839756592292,1.62271805273834,3.65111561866126,7.30223123732252,3.85395537525355
"E33020043","E01009458","E02001844",2011,284,85,108,2,11,21,44,13,29.9295774647887,38.0281690140845,0.704225352112676,3.87323943661972,7.3943661971831,15.4929577464789,4.5774647887324
"E33020043","E01009460","E02001844",2011,284,85,108,2,11,21,44,13,29.9295774647887,38.0281690140845,0.704225352112676,3.87323943661972,7.3943661971831,15.4929577464789,4.5774647887324
"E33020044","E01009456","E02001844",2011,344,67,167,1,10,34,57,8,19.4767441860465,48.546511627907,0.290697674418605,2.90697674418605,9.88372093023256,16.5697674418605,2.32558139534884
"E33020044","E01009458","E02001844",2011,344,67,167,1,10,34,57,8,19.4767441860465,48.546511627907,0.290697674418605,2.90697674418605,9.88372093023256,16.5697674418605,2.32558139534884
"E33020044","E01009460","E02001844",2011,344,67,167,1,10,34,57,8,19.4767441860465,48.546511627907,0.290697674418605,2.90697674418605,9.88372093023256,16.5697674418605,2.32558139534884
"E33020045","E01009001","E02001844",2011,475,93,262,3,12,30,58,17,19.578947368421,55.1578947368421,0.631578947368421,2.52631578947368,6.31578947368421,12.2105263157895,3.57894736842105
"E33020045","E01009460","E02001844",2011,475,93,262,3,12,30,58,17,19.578947368421,55.1578947368421,0.631578947368421,2.52631578947368,6.31578947368421,12.2105263157895,3.57894736842105
"E33020046","E01009462","E02001844",2011,306,80,137,5,17,19,44,4,26.1437908496732,44.7712418300654,1.63398692810458,5.55555555555556,6.20915032679739,14.3790849673203,1.30718954248366
"E33020047","E01009236","E02001845",2011,304,81,122,5,15,22,47,12,26.6447368421053,40.1315789473684,1.64473684210526,4.93421052631579,7.23684210526316,15.4605263157895,3.94736842105263
